Front;Back;Tags
Receipt<br><br>You need the receipt if you want a refund.<br>[sound:vocab_receipt_3.mp3];"<b>recibo/comprovante</b><br><br>Você precisa do recibo se quiser um reembolso.<br><br><b>Collocations:</b> keep the receipt; lose the receipt; receipt number<br><br><b>Question:</b> Do you usually keep receipts?<br><b>Answer:</b> Yes, I keep receipts for expensive products.";vocabulary oral_test phase1
Refund<br><br>I asked for a refund because the product was broken.<br>[sound:vocab_refund_1.mp3];"<b>reembolso</b><br><br>Pedi reembolso porque o produto estava quebrado.<br><br><b>Collocations:</b> ask for a refund; get a refund; full refund<br><br><b>Question:</b> Have you ever asked for a refund?<br><b>Answer:</b> Yes, I asked for a refund when a product didn't work.";vocabulary oral_test phase1
Refund<br><br>The store gave me a full refund.<br>[sound:vocab_refund_2.mp3];"<b>reembolso</b><br><br>A loja me deu um reembolso total.<br><br><b>Collocations:</b> ask for a refund; get a refund; full refund<br><br><b>Question:</b> Have you ever asked for a refund?<br><b>Answer:</b> Yes, I asked for a refund when a product didn't work.";vocabulary oral_test phase1
Refund<br><br>You need the receipt to get a refund.<br>[sound:vocab_refund_3.mp3];"<b>reembolso</b><br><br>Você precisa do recibo para conseguir reembolso.<br><br><b>Collocations:</b> ask for a refund; get a refund; full refund<br><br><b>Question:</b> Have you ever asked for a refund?<br><b>Answer:</b> Yes, I asked for a refund when a product didn't work.";vocabulary oral_test phase1
Purchase<br><br>This was a good purchase.<br>[sound:vocab_purchase_1.mp3];"<b>compra</b><br><br>Esta foi uma boa compra.<br><br><b>Collocations:</b> make a purchase; online purchase; expensive purchase<br><br><b>Question:</b> What was your last purchase?<br><b>Answer:</b> My last purchase was something for my house.";vocabulary oral_test phase1
Purchase<br><br>I regretted the purchase after one week.<br>[sound:vocab_purchase_2.mp3];"<b>compra</b><br><br>Arrependi-me da compra depois de uma semana.<br><br><b>Collocations:</b> make a purchase; online purchase; expensive purchase<br><br><b>Question:</b> What was your last purchase?<br><b>Answer:</b> My last purchase was something for my house.";vocabulary oral_test phase1
Purchase<br><br>Online purchases are very common now.<br>[sound:vocab_purchase_3.mp3];"<b>compra</b><br><br>Compras online são muito comuns agora.<br><br><b>Collocations:</b> make a purchase; online purchase; expensive purchase<br><br><b>Question:</b> What was your last purchase?<br><b>Answer:</b> My last purchase was something for my house.";vocabulary oral_test phase1
Try on<br><br>Can I try on this jacket?<br>[sound:vocab_try_on_1.mp3];"<b>experimentar roupa/sapato</b><br><br>Posso experimentar esta jaqueta?<br><br><b>Collocations:</b> try on clothes; try on shoes; try it on<br><br><b>Question:</b> Do you try on clothes before buying them?<br><b>Answer:</b> Yes, I usually try on clothes to check the size.";vocabulary oral_test phase1
Try on<br><br>She tried on three dresses.<br>[sound:vocab_try_on_2.mp3];"<b>experimentar roupa/sapato</b><br><br>Ela experimentou três vestidos.<br><br><b>Collocations:</b> try on clothes; try on shoes; try it on<br><br><b>Question:</b> Do you try on clothes before buying them?<br><b>Answer:</b> Yes, I usually try on clothes to check the size.";vocabulary oral_test phase1
Try on<br><br>I always try on shoes before buying them.<br>[sound:vocab_try_on_3.mp3];"<b>experimentar roupa/sapato</b><br><br>Eu sempre experimento sapatos antes de comprá-los.<br><br><b>Collocations:</b> try on clothes; try on shoes; try it on<br><br><b>Question:</b> Do you try on clothes before buying them?<br><b>Answer:</b> Yes, I usually try on clothes to check the size.";vocabulary oral_test phase1
Fitting room<br><br>The fitting room is over there.<br>[sound:vocab_fitting_room_1.mp3];"<b>provador</b><br><br>O provador fica ali.<br><br><b>Collocations:</b> fitting room; changing room; fitting room line<br><br><b>Question:</b> Where do you try on clothes?<br><b>Answer:</b> I try on clothes in the fitting room.";vocabulary oral_test phase1
Fitting room<br><br>I waited outside the fitting room.<br>[sound:vocab_fitting_room_2.mp3];"<b>provador</b><br><br>Esperei do lado de fora do provador.<br><br><b>Collocations:</b> fitting room; changing room; fitting room line<br><br><b>Question:</b> Where do you try on clothes?<br><b>Answer:</b> I try on clothes in the fitting room.";vocabulary oral_test phase1
Fitting room<br><br>The fitting room was busy.<br>[sound:vocab_fitting_room_3.mp3];"<b>provador</b><br><br>O provador estava ocupado.<br><br><b>Collocations:</b> fitting room; changing room; fitting room line<br><br><b>Question:</b> Where do you try on clothes?<br><b>Answer:</b> I try on clothes in the fitting room.";vocabulary oral_test phase1
Window shopping<br><br>We went window shopping downtown.<br>[sound:vocab_window_shopping_1.mp3];"<b>olhar vitrines sem comprar</b><br><br>Fomos olhar vitrines no centro.<br><br><b>Collocations:</b> go window shopping; just looking; store window<br><br><b>Question:</b> Do you like window shopping?<br><b>Answer:</b> Sometimes. I like looking around without pressure to buy.";vocabulary oral_test phase1
Window shopping<br><br>Window shopping is fun when you don't want to spend money.<br>[sound:vocab_window_shopping_2.mp3];"<b>olhar vitrines sem comprar</b><br><br>Olhar vitrines é divertido quando você não quer gastar dinheiro.<br><br><b>Collocations:</b> go window shopping; just looking; store window<br><br><b>Question:</b> Do you like window shopping?<br><b>Answer:</b> Sometimes. I like looking around without pressure to buy.";vocabulary oral_test phase1
Window shopping<br><br>I was just window shopping, but I bought a shirt.<br>[sound:vocab_window_shopping_3.mp3];"<b>olhar vitrines sem comprar</b><br><br>Eu estava só olhando vitrines, mas comprei uma camisa.<br><br><b>Collocations:</b> go window shopping; just looking; store window<br><br><b>Question:</b> Do you like window shopping?<br><b>Answer:</b> Sometimes. I like looking around without pressure to buy.";vocabulary oral_test phase1
Pay in cash or by credit card<br><br>You can pay in cash or by credit card.<br>[sound:vocab_pay_in_cash_or_by_credit_card_1.mp3];"<b>pagar em dinheiro ou cartão</b><br><br>Você pode pagar em dinheiro ou com cartão de crédito.<br><br><b>Collocations:</b> pay in cash; pay by credit card; accept cash<br><br><b>Question:</b> Do you usually pay in cash or by credit card?<br><b>Answer:</b> I usually pay by credit card.";vocabulary oral_test phase1
Pay in cash or by credit card<br><br>I prefer to pay by credit card.<br>[sound:vocab_pay_in_cash_or_by_credit_card_2.mp3];"<b>pagar em dinheiro ou cartão</b><br><br>Prefiro pagar com cartão de crédito.<br><br><b>Collocations:</b> pay in cash; pay by credit card; accept cash<br><br><b>Question:</b> Do you usually pay in cash or by credit card?<br><b>Answer:</b> I usually pay by credit card.";vocabulary oral_test phase1
Pay in cash or by credit card<br><br>Some small shops only accept cash.<br>[sound:vocab_pay_in_cash_or_by_credit_card_3.mp3];"<b>pagar em dinheiro ou cartão</b><br><br>Algumas lojas pequenas só aceitam dinheiro.<br><br><b>Collocations:</b> pay in cash; pay by credit card; accept cash<br><br><b>Question:</b> Do you usually pay in cash or by credit card?<br><b>Answer:</b> I usually pay by credit card.";vocabulary oral_test phase1
Sold out<br><br>The tickets were sold out.<br>[sound:vocab_sold_out_1.mp3];"<b>esgotado</b><br><br>Os ingressos estavam esgotados.<br><br><b>Collocations:</b> sold out tickets; sold out size; completely sold out<br><br><b>Question:</b> Have you ever wanted something that was sold out?<br><b>Answer:</b> Yes, I wanted to buy a shirt, but it was sold out.";vocabulary oral_test phase1
Sold out<br><br>The shirt I wanted was sold out in my size.<br>[sound:vocab_sold_out_2.mp3];"<b>esgotado</b><br><br>A camisa que eu queria estava esgotada no meu tamanho.<br><br><b>Collocations:</b> sold out tickets; sold out size; completely sold out<br><br><b>Question:</b> Have you ever wanted something that was sold out?<br><b>Answer:</b> Yes, I wanted to buy a shirt, but it was sold out.";vocabulary oral_test phase1
Sold out<br><br>By the time we arrived, everything was sold out.<br>[sound:vocab_sold_out_3.mp3];"<b>esgotado</b><br><br>Quando chegamos, tudo já estava esgotado.<br><br><b>Collocations:</b> sold out tickets; sold out size; completely sold out<br><br><b>Question:</b> Have you ever wanted something that was sold out?<br><b>Answer:</b> Yes, I wanted to buy a shirt, but it was sold out.";vocabulary oral_test phase1
